web_page_component,role,function,web_route,frontend_file,api_service_used,backend_endpoint,http_method,request,response,permissions,current_mobile_equivalent,mobile_status,required_mobile_screen_action,web_actions,api_ui_mismatch,backend_source
Warehouses,Cargo Company,handleDelete,/cargo/warehouses,pages/cargo_admin/Warehouses.jsx,services/api.js,/cargo_admin/warehouses/{id},DELETE,"warehouse_id: str, db: Session=Depends(get_db), admin: User=Depends(get_cargo_admin)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose handleDelete in the mobile Warehouses flow,"Cancel | Refresh | handleDelete(w.id)}
                            className=""p-2 hover:bg-danger-soft rounded-lg transition-colors""
                            title=""Delete""
                          > | handleEdit(w)}
                            className=""p-2 hover:bg-secondary rounded-lg transition-colors""
                            title=""Edit""
                          > | setError("""")} className=""text-danger hover:text-danger""> | setSuccess("""")} className=""text-success hover:text-success"">",,D:\Projects\sahajomy-platform\backend\app\api\v1\cargo_admin\routes.py:820
ShipmentOrderForm,Customer,fetchData,component/subflow,pages/customer/components/ShipmentOrderForm.jsx,services/api.js,/customer/sea-bookings,GET,"db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose fetchData in the mobile ShipmentOrderForm flow,Cancel,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:974
ShipmentOrderForm,Customer,fetchData,component/subflow,pages/customer/components/ShipmentOrderForm.jsx,services/api.js,/customer/air-bookings,GET,"api.get('/customer/air-bookings')         ]);          setAvailableSeaBookings(seaBookingsRes.data);         setAvailableBookings(bookingsRes.data);       } catch (err) {         console.error('Failed to fetch seaBookings/bookings:', err);       }  ",No registered backend handler matched,unmatched,none found,missing,Expose fetchData in the mobile ShipmentOrderForm flow,Cancel,Web call did not match a registered FastAPI operation; review stale path/router composition,
ShipmentOrderForm,Customer,submitData,component/subflow,pages/customer/components/ShipmentOrderForm.jsx,services/api.js,/customer/shipment-orders/{id},PUT,"shipment_order_id: UUID, shipment_order_update: ShipmentOrderUpdate, current_user: User=Depends(get_current_customer_user), db: Session=Depends(get_db)",ShipmentOrderResponse,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose submitData in the mobile ShipmentOrderForm flow,Cancel,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\shipment_orders.py:340
ShipmentOrderForm,Customer,submitData,component/subflow,pages/customer/components/ShipmentOrderForm.jsx,services/api.js,/customer/shipment-orders,POST,"shipment_order: ShipmentOrderCreate, current_user: User=Depends(get_current_customer_user), db: Session=Depends(get_db)",ShipmentOrderResponse,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose submitData in the mobile ShipmentOrderForm flow,Cancel,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\shipment_orders.py:39
ShipmentOrdersList,Customer,response,component/subflow,pages/customer/components/ShipmentOrdersList.jsx,services/api.js,/customer/shipment-orders,GET,"skip: int=0, limit: int=100, current_user: User=Depends(get_current_customer_user), db: Session=Depends(get_db)",List[ShipmentOrderResponse],FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose response in the mobile ShipmentOrdersList flow,"onDelete(order)}
                className=""p-2 text-danger hover:bg-danger-soft rounded-md""
                title=""Delete order""
              > | onEdit(order)}
                className=""p-2 text-accent hover:bg-accent-soft rounded-md""
                title=""Edit order""
              >",,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\shipment_orders.py:306
Containers,Customer,GET /forwarding/china-addresses,/customer/containers,pages/customer/Containers.jsx,services/api.js,/forwarding/china-addresses,GET,"db: Session=Depends(get_db), user: User=Depends(get_booking_user)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose get in the mobile Containers flow,"Book another shipment | Cancel | Change service | refreshContainers()}
              className=""app-button-primary mt-4""
            >
              Check Again | refreshContainers()}
            className=""app-button-primary flex items-center gap-2 mx-auto""
          >
            
            Retry",,D:\Projects\sahajomy-platform\backend\app\api\v1\forwarding.py:135
Containers,Customer,res,/customer/containers,pages/customer/Containers.jsx,services/api.js,/customer/express-air-cargo/upload-photo,POST,"file: UploadFile=File(...), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose res in the mobile Containers flow,"Book another shipment | Cancel | Change service | refreshContainers()}
              className=""app-button-primary mt-4""
            >
              Check Again | refreshContainers()}
            className=""app-button-primary flex items-center gap-2 mx-auto""
          >
            
            Retry",,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:1530
Containers,Customer,res,/customer/containers,pages/customer/Containers.jsx,services/api.js,/public/goods/categories,GET,db: Session=Depends(get_db),inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose res in the mobile Containers flow,"Book another shipment | Cancel | Change service | refreshContainers()}
              className=""app-button-primary mt-4""
            >
              Check Again | refreshContainers()}
            className=""app-button-primary flex items-center gap-2 mx-auto""
          >
            
            Retry",,D:\Projects\sahajomy-platform\backend\app\api\v1\public.py:477
Containers,Customer,profileRes,/customer/containers,pages/customer/Containers.jsx,services/api.js,/forwarding/profile,PATCH,"body: ForwardingProfileRequest, db: Session=Depends(get_db), user: User=Depends(get_booking_user)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose profileRes in the mobile Containers flow,"Book another shipment | Cancel | Change service | refreshContainers()}
              className=""app-button-primary mt-4""
            >
              Check Again | refreshContainers()}
            className=""app-button-primary flex items-center gap-2 mx-auto""
          >
            
            Retry",,D:\Projects\sahajomy-platform\backend\app\api\v1\forwarding.py:162
Containers,Customer,response,/customer/containers,pages/customer/Containers.jsx,services/api.js,/forwarding/prepare-address,POST,"body: PrepareChinaAddressRequest, db: Session=Depends(get_db), user: User=Depends(get_booking_user)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose response in the mobile Containers flow,"Book another shipment | Cancel | Change service | refreshContainers()}
              className=""app-button-primary mt-4""
            >
              Check Again | refreshContainers()}
            className=""app-button-primary flex items-center gap-2 mx-auto""
          >
            
            Retry",,D:\Projects\sahajomy-platform\backend\app\api\v1\forwarding.py:194
Containers,Customer,res,/customer/containers,pages/customer/Containers.jsx,services/api.js,/customer/sea-bookings,POST,"body: BookContainerRequest, db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose res in the mobile Containers flow,"Book another shipment | Cancel | Change service | refreshContainers()}
              className=""app-button-primary mt-4""
            >
              Check Again | refreshContainers()}
            className=""app-button-primary flex items-center gap-2 mx-auto""
          >
            
            Retry",,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:784
Containers,Customer,POST /customer/shipment-orders/with-photos,/customer/containers,pages/customer/Containers.jsx,services/api.js,/customer/shipment-orders/with-photos,POST,"supplier_name: Optional[str]=Form(None), supplier_email: Optional[str]=Form(None), supplier_phone: Optional[str]=Form(None), order_description: Optional[str]=Form(None), order_value: Optional[str]=Form(None), tracking_number: Optional[str]=Form(None), notes: Optional[str]=Form(None), order_status: Optional[str]=Form('pending', alias='status'), container_sea_booking_id: Optional[str]=Form(None), air_booking_id: Optional[str]=Form(None), item_photos: Optional[str]=Form('[]'), photos: List[UploadFile]=File([]), current_user: User=Depends(get_current_customer_user), db: Session=Depends(get_db)",ShipmentOrderResponse,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose post in the mobile Containers flow,"Book another shipment | Cancel | Change service | refreshContainers()}
              className=""app-button-primary mt-4""
            >
              Check Again | refreshContainers()}
            className=""app-button-primary flex items-center gap-2 mx-auto""
          >
            
            Retry",,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\shipment_orders.py:74
CustomerDashboard,Customer,loadDashboard,/customer/dashboard,pages/customer/CustomerDashboard.jsx,services/api.js,/customer/analytics/overview,GET,"current_user: User=Depends(get_customer), db: Session=Depends(get_db)",OverviewStats,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose loadDashboard in the mobile CustomerDashboard flow,Refresh,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\analytics.py:120
CustomerDashboard,Customer,loadDashboard,/customer/dashboard,pages/customer/CustomerDashboard.jsx,services/api.js,/customer/analytics/shipping-comparison,GET,"current_user: User=Depends(get_customer), db: Session=Depends(get_db)",ShippingComparison,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose loadDashboard in the mobile CustomerDashboard flow,Refresh,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\analytics.py:343
CustomerDashboard,Customer,GET /customer/analytics/risk-alerts,/customer/dashboard,pages/customer/CustomerDashboard.jsx,services/api.js,/customer/analytics/risk-alerts,GET,"current_user: User=Depends(get_customer), db: Session=Depends(get_db)",List[RiskAlert],FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose get in the mobile CustomerDashboard flow,Refresh,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\analytics.py:636
CustomerDashboard,Customer,GET /customer/analytics/recommendations,/customer/dashboard,pages/customer/CustomerDashboard.jsx,services/api.js,/customer/analytics/recommendations,GET,"current_user: User=Depends(get_customer), db: Session=Depends(get_db)",List[Recommendation],FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose get in the mobile CustomerDashboard flow,Refresh,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\analytics.py:711
CustomerDashboard,Customer,GET /customer/analytics/containers/performance,/customer/dashboard,pages/customer/CustomerDashboard.jsx,services/api.js,/customer/analytics/containers/performance,GET,"current_user: User=Depends(get_customer), db: Session=Depends(get_db)",PerformanceMetric,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose get in the mobile CustomerDashboard flow,Refresh,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\analytics.py:193
CustomerDashboard,Customer,GET /tracking/customer/sea-bookings,/customer/dashboard,pages/customer/CustomerDashboard.jsx,services/api.js,/tracking/customer/sea-bookings,GET,"db: Session=DB_SESSION, current_user: User=CUSTOMER_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose get in the mobile CustomerDashboard flow,Refresh,,D:\Projects\sahajomy-platform\backend\app\api\v1\tracking.py:178
CustomerDashboard,Customer,GET /tracking/customer/bookings,/customer/dashboard,pages/customer/CustomerDashboard.jsx,services/api.js,/tracking/customer/bookings,GET,"db: Session=DB_SESSION, current_user: User=CUSTOMER_USER",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose get in the mobile CustomerDashboard flow,Refresh,,D:\Projects\sahajomy-platform\backend\app\api\v1\tracking.py:204
CustomerDashboard,Customer,GET /tracking/customer/shipment_orders,/customer/dashboard,pages/customer/CustomerDashboard.jsx,services/api.js,/tracking/customer/shipment_orders,GET,"db: Session=DB_SESSION, current_user: User=CUSTOMER_USER",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose get in the mobile CustomerDashboard flow,Refresh,,D:\Projects\sahajomy-platform\backend\app\api\v1\tracking.py:228
CustomerDashboard,Customer,GET /customer/sea-bookings,/customer/dashboard,pages/customer/CustomerDashboard.jsx,services/api.js,/customer/sea-bookings,GET,"db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose get in the mobile CustomerDashboard flow,Refresh,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:974
CustomerDashboard,Customer,GET /customer/express-air-cargo/bookings,/customer/dashboard,pages/customer/CustomerDashboard.jsx,services/api.js,/customer/express-air-cargo/bookings,GET,"db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose get in the mobile CustomerDashboard flow,Refresh,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:1736
CustomerDashboard,Customer,GET /customer/shipment-orders,/customer/dashboard,pages/customer/CustomerDashboard.jsx,services/api.js,/customer/shipment-orders,GET,"skip: int=0, limit: int=100, current_user: User=Depends(get_current_customer_user), db: Session=Depends(get_db)",List[ShipmentOrderResponse],FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose get in the mobile CustomerDashboard flow,Refresh,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\shipment_orders.py:306
ExpressAirCargo,Customer,loadData,/customer/express-air-cargo,pages/customer/ExpressAirCargo.jsx,services/api.js,/customer/express-air-cargo/bookings,GET,"db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose loadData in the mobile ExpressAirCargo flow,Change service | setEditingAddressCity(true)}>Change city,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:1736
ExpressAirCargo,Customer,loadData,/customer/express-air-cargo,pages/customer/ExpressAirCargo.jsx,services/api.js,/forwarding/china-addresses,GET,"db: Session=Depends(get_db), user: User=Depends(get_booking_user)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose loadData in the mobile ExpressAirCargo flow,Change service | setEditingAddressCity(true)}>Change city,,D:\Projects\sahajomy-platform\backend\app\api\v1\forwarding.py:135
ExpressAirCargo,Customer,loadData,/customer/express-air-cargo,pages/customer/ExpressAirCargo.jsx,services/api.js,/forwarding/air-services,GET,"db: Session=Depends(get_db), user: User=Depends(get_booking_user)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose loadData in the mobile ExpressAirCargo flow,Change service | setEditingAddressCity(true)}>Change city,,D:\Projects\sahajomy-platform\backend\app\api\v1\forwarding.py:50
ExpressAirCargo,Customer,GET /customer/express-air-cargo/options,/customer/express-air-cargo,pages/customer/ExpressAirCargo.jsx,services/api.js,/customer/express-air-cargo/options,GET,"cargo_admin_id: Optional[str]=Query(None), db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose get in the mobile ExpressAirCargo flow,Change service | setEditingAddressCity(true)}>Change city,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:1478
ExpressAirCargo,Customer,res,/customer/express-air-cargo,pages/customer/ExpressAirCargo.jsx,services/api.js,/customer/express-air-cargo/upload-photo,POST,"file: UploadFile=File(...), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose res in the mobile ExpressAirCargo flow,Change service | setEditingAddressCity(true)}>Change city,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:1530
ExpressAirCargo,Customer,response,/customer/express-air-cargo,pages/customer/ExpressAirCargo.jsx,services/api.js,/forwarding/profile,PATCH,"body: ForwardingProfileRequest, db: Session=Depends(get_db), user: User=Depends(get_booking_user)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose response in the mobile ExpressAirCargo flow,Change service | setEditingAddressCity(true)}>Change city,,D:\Projects\sahajomy-platform\backend\app\api\v1\forwarding.py:162
ExpressAirCargo,Customer,response,/customer/express-air-cargo,pages/customer/ExpressAirCargo.jsx,services/api.js,/forwarding/prepare-address,POST,"body: PrepareChinaAddressRequest, db: Session=Depends(get_db), user: User=Depends(get_booking_user)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose response in the mobile ExpressAirCargo flow,Change service | setEditingAddressCity(true)}>Change city,,D:\Projects\sahajomy-platform\backend\app\api\v1\forwarding.py:194
ExpressAirCargo,Customer,addressRes,/customer/express-air-cargo,pages/customer/ExpressAirCargo.jsx,services/api.js,/forwarding/prepare-address,POST,"body: PrepareChinaAddressRequest, db: Session=Depends(get_db), user: User=Depends(get_booking_user)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose addressRes in the mobile ExpressAirCargo flow,Change service | setEditingAddressCity(true)}>Change city,,D:\Projects\sahajomy-platform\backend\app\api\v1\forwarding.py:194
ExpressAirCargo,Customer,bookingRes,/customer/express-air-cargo,pages/customer/ExpressAirCargo.jsx,services/api.js,/customer/express-air-cargo/book,POST,"cargo_type_id: str=Form(...), weight_kg: float=Form(...), shipment_date: datetime=Form(...), cargo_description: Optional[str]=Form(None), destination_region: str=Form(...), destination_country: str=Form('Tanzania'), carton_count: int=Form(1), item_photos: Optional[str]=Form('[]'), air_cargo_rate_id: Optional[str]=Form(None), quantity: float=Form(1), certification_acknowledged: bool=Form(False), customer_china_address_id: Optional[str]=Form(None), cargo_admin_id: Optional[str]=Form(None), warehouse_id: Optional[str]=Form(None), db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose bookingRes in the mobile ExpressAirCargo flow,Change service | setEditingAddressCity(true)}>Change city,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:1560
ExpressAirCargo,Customer,POST /customer/shipment-orders/with-photos,/customer/express-air-cargo,pages/customer/ExpressAirCargo.jsx,services/api.js,/customer/shipment-orders/with-photos,POST,"supplier_name: Optional[str]=Form(None), supplier_email: Optional[str]=Form(None), supplier_phone: Optional[str]=Form(None), order_description: Optional[str]=Form(None), order_value: Optional[str]=Form(None), tracking_number: Optional[str]=Form(None), notes: Optional[str]=Form(None), order_status: Optional[str]=Form('pending', alias='status'), container_sea_booking_id: Optional[str]=Form(None), air_booking_id: Optional[str]=Form(None), item_photos: Optional[str]=Form('[]'), photos: List[UploadFile]=File([]), current_user: User=Depends(get_current_customer_user), db: Session=Depends(get_db)",ShipmentOrderResponse,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose post in the mobile ExpressAirCargo flow,Change service | setEditingAddressCity(true)}>Change city,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\shipment_orders.py:74
MyChinaAddresses,Customer,response,/customer/china-addresses | /agent/china-addresses,pages/customer/MyChinaAddresses.jsx,services/api.js,/forwarding/china-addresses,GET,"db: Session=Depends(get_db), user: User=Depends(get_booking_user)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose response in the mobile MyChinaAddresses flow,Refresh,,D:\Projects\sahajomy-platform\backend\app\api\v1\forwarding.py:135
OrderDetail,Customer,res,/customer/orders/:orderId,pages/customer/OrderDetail.jsx,services/api.js,/customer/orders/{id},GET,"order_id: str, db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose res in the mobile OrderDetail flow,"Download Invoice | Download Receipt | navigate('/customer/orders')}
              className=""app-button-primary tap-button px-6 py-3""
            >
              Back to Orders | navigate('/customer/orders')}
              className=""p-2 hover:bg-canvas rounded-lg transition-colors""
            >",,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:1950
Orders,Customer,res,/customer/orders,pages/customer/Orders.jsx,services/api.js,/customer/orders,GET,"db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose res in the mobile Orders flow,Retry,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:1919
SeaBookingDetail,Customer,res,/customer/sea-bookings/:seaBookingId,pages/customer/SeaBookingDetail.jsx,services/api.js,/customer/sea-bookings/{id},GET,"sea_booking_id: str, db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose res in the mobile SeaBookingDetail flow,"handleOpenInvoicePdf(invoice)}
                    >
                      Open PDF | handleOpenReceiptPdf(receipt)}
                  >
                    Open PDF | navigate(""/customer/sea-bookings"")}
            className=""mb-3 inline-flex items-center gap-2 rounded-lg bg-secondary px-3 py-2 text-sm text-ink hover:bg-canvas""
          >
            
            Back to seaBookings",,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:1047
SeaBookings,Customer,response,/customer/sea-bookings,pages/customer/SeaBookings.jsx,services/api.js,/customer/sea-bookings,GET,"db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose response in the mobile SeaBookings flow,Retry,,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:974
ShipmentOrderDetail,Customer,res,/customer/shipment-orders/:shipmentOrderId,pages/customer/ShipmentOrderDetail.jsx,services/api.js,/customer/shipment-orders/{id},GET,"shipment_order_id: UUID, current_user: User=Depends(get_current_customer_user), db: Session=Depends(get_db)",ShipmentOrderResponse,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose res in the mobile ShipmentOrderDetail flow,"navigate(-1)}
            className=""mb-3 rounded-lg bg-secondary px-3 py-1.5 text-sm text-ink hover:bg-canvas""
          >
            Back",,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\shipment_orders.py:292
TrackShipments,Customer,loadAll,/customer/track-shipments,pages/customer/TrackShipments.jsx,services/api.js,/tracking/customer/sea-bookings,GET,"db: Session=DB_SESSION, current_user: User=CUSTOMER_USER",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose loadAll in the mobile TrackShipments flow,"Back to all | Refresh | Show all | Sync | navigate(shipment.link)}
                className=""inline-flex items-center gap-1 text-sm text-accent hover:underline""
              >
                View Details",,D:\Projects\sahajomy-platform\backend\app\api\v1\tracking.py:178
TrackShipments,Customer,loadAll,/customer/track-shipments,pages/customer/TrackShipments.jsx,services/api.js,/tracking/customer/bookings,GET,"db: Session=DB_SESSION, current_user: User=CUSTOMER_USER",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose loadAll in the mobile TrackShipments flow,"Back to all | Refresh | Show all | Sync | navigate(shipment.link)}
                className=""inline-flex items-center gap-1 text-sm text-accent hover:underline""
              >
                View Details",,D:\Projects\sahajomy-platform\backend\app\api\v1\tracking.py:204
TrackShipments,Customer,loadAll,/customer/track-shipments,pages/customer/TrackShipments.jsx,services/api.js,/tracking/customer/shipment_orders,GET,"db: Session=DB_SESSION, current_user: User=CUSTOMER_USER",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose loadAll in the mobile TrackShipments flow,"Back to all | Refresh | Show all | Sync | navigate(shipment.link)}
                className=""inline-flex items-center gap-1 text-sm text-accent hover:underline""
              >
                View Details",,D:\Projects\sahajomy-platform\backend\app\api\v1\tracking.py:228
TrackShipments,Customer,loadAll,/customer/track-shipments,pages/customer/TrackShipments.jsx,services/api.js,/customer/sea-bookings,GET,"db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose loadAll in the mobile TrackShipments flow,"Back to all | Refresh | Show all | Sync | navigate(shipment.link)}
                className=""inline-flex items-center gap-1 text-sm text-accent hover:underline""
              >
                View Details",,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:974
TrackShipments,Customer,loadAll,/customer/track-shipments,pages/customer/TrackShipments.jsx,services/api.js,/customer/express-air-cargo/bookings,GET,"db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose loadAll in the mobile TrackShipments flow,"Back to all | Refresh | Show all | Sync | navigate(shipment.link)}
                className=""inline-flex items-center gap-1 text-sm text-accent hover:underline""
              >
                View Details",,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\routes.py:1736
TrackShipments,Customer,loadAll,/customer/track-shipments,pages/customer/TrackShipments.jsx,services/api.js,/customer/shipment-orders,GET,"skip: int=0, limit: int=100, current_user: User=Depends(get_current_customer_user), db: Session=Depends(get_db)",List[ShipmentOrderResponse],FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose loadAll in the mobile TrackShipments flow,"Back to all | Refresh | Show all | Sync | navigate(shipment.link)}
                className=""inline-flex items-center gap-1 text-sm text-accent hover:underline""
              >
                View Details",,D:\Projects\sahajomy-platform\backend\app\api\v1\customer\shipment_orders.py:306
WarehouseAccess,Customer,WarehouseAccess,/customer/warehouse-access/:token,pages/customer/WarehouseAccess.jsx,services/api.js,/customer/warehouse-access/{id},GET,"token: str, db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose WarehouseAccess in the mobile WarehouseAccess flow,,,D:\Projects\sahajomy-platform\backend\app\api\v1\warehouse_automation.py:398
WarehouseAccess,Customer,response,/customer/warehouse-access/:token,pages/customer/WarehouseAccess.jsx,services/api.js,/customer/warehouse-access/{id}/collection-requests,POST,"token: str, body: CollectionSelectionInput, db: Session=Depends(get_db), customer: User=Depends(get_customer)",inline,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose response in the mobile WarehouseAccess flow,,,D:\Projects\sahajomy-platform\backend\app\api\v1\warehouse_automation.py:404
PrivacyPolicy,Public / shared,Present page content / navigation,/privacy,pages/legal/PrivacyPolicy.jsx,none,none,none,none,none,public or route guard,none,missing,Mobile page and all navigation actions,,,
TermsOfService,Public / shared,Present page content / navigation,/terms,pages/legal/TermsOfService.jsx,none,none,none,none,none,public or route guard,none,missing,Mobile page and all navigation actions,,,
Agizisha,Public / shared,response,/agizisha | /customer/agizisha,pages/public/Agizisha.jsx,services/api.js,/public/agizisha/products,GET,"limit: int=Query(default=100, ge=1, le=100), q: Optional[str]=Query(default=None, min_length=2, max_length=100), agent_handle: Optional[str]=Query(default=None, min_length=3, max_length=60), db: Session=Depends(get_db)",PublicAgizishaProductsResponse,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose response in the mobile Agizisha flow,"Search | applySearch(productQuery)} className=""mt-3 text-sm font-bold underline underline-offset-4"">Try again",,D:\Projects\sahajomy-platform\backend\app\api\v1\agizisha.py:440
AgizishaAgentStorefront,Public / shared,response,/agizisha/agents/:handle,pages/public/AgizishaAgentStorefront.jsx,services/api.js,/public/agizisha/agents/{id},GET,"handle: str, db: Session=Depends(get_db)",inline,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose response in the mobile AgizishaAgentStorefront flow,Try again,,D:\Projects\sahajomy-platform\backend\app\api\v1\agizisha.py:558
AgizishaProductDetail,Public / shared,response,/agizisha/product/:id,pages/public/AgizishaProductDetail.jsx,services/api.js,/public/agizisha/products/{id},GET,"product_id: UUID, db: Session=Depends(get_db)",PublicAgizishaProductResponse,FastAPI authenticated/role dependency; inspect handler,API call exists without verified page/action parity,partially implemented,Expose response in the mobile AgizishaProductDetail flow,"Try again | setIsZoomOpen(false)} className=""absolute right-4 top-4 z-10 flex h-11 w-11 items-center justify-center rounded-full bg-white/15 text-white hover:bg-white/25"" aria-label=""Close image viewer""> | setSubmitted(false)} className=""mt-3 text-sm font-bold underline underline-offset-4"">Place another order",,D:\Projects\sahajomy-platform\backend\app\api\v1\agizisha.py:477
AgizishaProductDetail,Public / shared,relatedResponse,/agizisha/product/:id,pages/public/AgizishaProductDetail.jsx,services/api.js,/public/agizisha/products/{id}/related,GET,"product_id: UUID, limit: int=Query(default=4, ge=1, le=8), db: Session=Depends(get_db)",PublicAgizishaProductsResponse,FastAPI authenticated/role dependency; inspect handler,none found,missing,Expose relatedResponse in the mobile AgizishaProductDetail flow,"Try again | setIsZoomOpen(false)} className=""absolute right-4 top-4 z-10 flex h-11 w-11 items-center justify-center rounded-full bg-white/15 text-white hover:bg-white/25"" aria-label=""Close image viewer""> | setSubmitted(false)} className=""mt-3 text-sm font-bold underline underline-offset-4"">Place another order",,D:\Projects\sahajomy-platform\backend\app\api\v1\agizisha.py:488
